Group,PMID,Title,Abstract,Authors,Keywords,Publication Year,Journal Title,Publication Type,Grants,"query = ""('slow fall rotating vessel' or 'slow wall rotating vessel' or 'rotating wall vessel')"""
rotating_wall,32681192,Multimodal validation of focal enhancement in intracranial aneurysms as a surrogate marker for aneurysm instability.,"PURPOSE: Circumferential enhancement on MR vessel wall imaging has been proposed as a biomarker of a higher risk of rupture in intracranial aneurysms. Focal enhancement is frequently encountered in unruptured aneurysms, but its implication for risk stratification and patient management remains unclear. This study investigates the association of focal wall enhancement with hemodynamic and morphological risk factors and histologic markers of wall inflammation and degeneration. METHODS: Patients with an unruptured middle cerebral artery aneurysm who underwent 3D rotational angiography and 3T MR vessel wall imaging showing focal wall enhancement were included. Hemodynamic parameters were calculated based on flow simulations and compared between enhanced regions and the entire aneurysm surface. Morphological parameters were semiautomatically extracted and quantitatively associated with wall enhancement. Histological analysis included detection of vasa vasorum, CD34, and myeloperoxidase staining in a subset of patients. RESULTS: Twenty-two aneurysms were analyzed. Enhanced regions were significantly associated with lower AWSS, lower maxOSI, and increased LSA. In multivariate analysis, higher ellipticity index was an independent predictor of wall enhancement. Histologic signs of inflammation and degeneration and higher PHASES score were significantly associated with focal enhancement. CONCLUSION: Focal wall enhancement is colocalized with hemodynamic factors that have been related to a higher rupture risk. It is correlated with morphological factors linked to rupture risk, higher PHASES score, and histologic markers of wall destabilization. The results support the hypothesis that focal enhancement could serve as a surrogate marker for aneurysm instability.",Larsen N; Flüh C; Saalfeld S; Voß S; Hille G; Trick D; Wodarg F; Synowitz M; Jansen O; Berg P,Hemodynamics; Histology; Intracranial aneurysm; Magnetic resonance imaging; Morphology; Subarachnoid hemorrhage,2020,Neuroradiology,Journal Article; Validation Study,"13GW0095A/Bundesministerium für Bildung und Forschung/; SA 3461/2-1, BE 6230/2-1/Deutsche Forschungsgemeinschaft/; ZS/2016/04/78123/European Regional Development Fund/",
rotating_wall,34647262,NASA's Ground-Based Microgravity Simulation Facility.,"Since opportunities to conduct experiments in space are scarce, various microgravity simulators and analogs have been widely used in space biology ground studies. Even though microgravity simulators do not produce all of the biological effects observed in the true microgravity environment, they provide alternative test platforms that are effective, affordable, and readily available to facilitate microgravity research. The Microgravity Simulation Support Facility (MSSF) at the National Aeronautics and Space Administration (NASA) John F. Kennedy Space Center (KSC) has been established for conducting short duration experiments, typically less than 1 month, utilizing a variety of microgravity simulation devices for research at different gravity levels. The simulators include, but are not limited to, 2D Clinostats, 3D Clinostats, Random Positioning Machines, and Rotating Wall Vessels. In this chapter, we will discuss current MSSF capabilities, development concepts, and the physical characteristics of these microgravity simulators.",Zhang Y; Richards JT; Hellein JL; Johnson CM; Woodall J; Sorenson T; Neelam S; Ruby AMJ; Levine HG,Facility; MSSF; Microgravity simulation; Plant research; Space biology,2022,"Methods in molecular biology (Clifton, N.J.)","Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,16681463,Fabrication and detection of tissue-engineered bones with bio-derived scaffolds in a rotating bioreactor.,"In order to explore the methods for commercialized bone tissue engineering, engineered bones should be cultivated in bioreactors to realize three-dimensional culture under well-defined culture conditions. In the present paper, osteoblasts isolated from the cranium of 1-month-old Zelanian rabbits were inoculated on to the BDBS (bio-derived bone scaffolds) to investigate the three-dimensional fabrication of engineered bone in an RWVB (rotating-wall vessel bioreactor). The osteoblasts, after being transfected with green fluorescent protein, were respectively seeded at 2 x 10(6) and 1 x 10(6) cells x ml(-1) on to the BDBS and then cultured in a T-flask and an RWVB for 1 week. The morphologies and structure of the fabricated bone were investigated by using an inverted microscope, a scanning electron microscope and a laser confocal microscope using the stains haematoxylin/eosin and Toluidine Blue. After being digested from the scaffolds, the cells were assayed with ALP (alkaline phosphatase) stain, von-Kossa staining on mineralized nodules, type I collagen and bone morphogenetic protein-2 expression, and the cell expansion and growth curves using different culture methods were quantitatively determined with MTT (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl-2H-tetrazolium bromide). Furthermore, cell cycle and apoptosis were detected by using a flow cytometer, and total DNA was also assayed. For a comparative study, cell-seeded constructs were also cultured under static conditions. The results show that the cell number cultured in the RWVB was five times that in the T-flask. Bone tissues cultured in the RWVB with two different densities grew well, and the osteoblasts maintained their normal cycle and DNA content. The result demonstrates that, with the stress stimulation in the fluid in the RWVB, the active expression of ALP can be increased, rapid proliferation and differentiation of osteoblasts are possible and the three-dimensional fabrication of engineered bone could be realized.",Song K; Yang Z; Liu T; Zhi W; Li X; Deng L; Cui Z; Ma X,,2006,Biotechnology and applied biochemistry,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,21948780,Three dimensional rotational angiography in surgical planning of aneurysm clipping.,"BACKGROUND: Three-dimensional (3D) angiography is increasingly used in the diagnostics of brain aneurysms. Aim of the present study was to evaluate the accuracy of 3D angiograms with respect to its value for preoperative planning of aneurysm clipping. PATIENTS AND METHODS: The 3D angiograms of 42 patients with subarachnoid bleeding caused by aneurysm rupture of the anterior circle of Willis and the intradural carotid have been compared to intraoperative photographs of the aneurysms. RESULTS: Neighbouring vessels, aneurysm anatomy, arteries originating from the aneurysm wall were accurately shown decreasing the surgical risk of aneurysm clipping. CONCLUSIONS: The 3D images enabled a perfect preoperative planning through the operation by illuminating the aneurysm anatomy, neck localisation and shape and relation of the aneurysm to neighbouring vessels. Operative approach, use of an accurate clip and avoidance of clipping arteries close to the aneurysm have become predictable and safer by the use of 3D angiography.",Petridis AK; Doukas A; Niu H; Barth H; Maslehaty H; Riedel C; Jansen O; Mehdorn HM,,2011,VASA. Zeitschrift fur Gefasskrankheiten,Evaluation Study; Journal Article,,
rotating_wall,11381180,Rheological effects of red blood cell aggregation in the venous network: a review of recent studies.,"It has long been recognized that understanding the rheological properties of blood is essential to a full understanding of the function of the circulatory system. Given the difficulty of obtaining carefully controlled measurements in vivo, most of our current concepts of the flow behavior of blood in vivo are based on its properties in vitro. Studies of blood rheology in rotational and tube viscometers have defined the basic properties of blood and pointed to certain features that may be especially significant for understanding in vivo function. At the same time, differences between in vivo and in vitro systems combined with the complex rheological properties of blood make it difficult to predict in vivo blood rheology from in vitro studies. We have investigated certain flow properties of blood in vivo, using the venular network of skeletal muscle as our model system. In the presence of red blood cell aggregation, venous velocity profiles become blunted from the parabolic as in Poiseuille flow, as pseudo-shear rate (= mean fluid velocity/vessel diameter) is decreased from approximately 100 s(-1) to 5 s(-1). At control flow rates, the short distance between venular junctions does not appear to permit significant axial migration and red cell depletion of the peripheral fluid layer before additional red cells and aggregates are infused from a feeding tributary. Formation of a cell-free plasma layer at the vessel wall and sedimentation in vivo are evident only at very low pseudo-shear rates (<5 s(-1)). These findings may explain in large part observations in whole organs of increased venous resistance with reduction of blood flow.",Bishop JJ; Popel AS; Intaglietta M; Johnson PC,,2001,Biorheology,"Journal Article; Research Support, U.S. Gov't, P.H.S.; Review",HL-52684/HL/NHLBI NIH HHS/United States; HL-64395/HL/NHLBI NIH HHS/United States,
rotating_wall,28144266,Clinical importance of duodenal recesses with special reference to internal hernias.,"INTRODUCTION: The detailed knowledge of the peritoneal recesses has great significance with respect to internal hernias. The recesses are usually related to rotation and adhesion of abdominal viscera to the posterior abdominal wall and/or the presence of retroperitoneal vessels which raises the serosal fold. The duodenal recesses are usually related to the 3(rd) and 4(th) parts of the duodenum. Internal hernias with respect to these recesses are difficult to diagnose clinically and usually noticed at the time of laparotomy. So, the knowledge of these recesses can be valuable to abdominal surgeons. MATERIAL AND METHODS: The present study was conducted in 100 cases including 10 cadavers, 45 post mortem cases and 45 cases undergoing laparotomy. RESULTS: We found superior and inferior duodenal recesses in 28% and 52% respectively, paraduodenal in 12%, mesentericoparietal in 3%, retroduodenal in 2% and duodenojejunal in 18% of cases. Two abnormal duodenojejunal recesses were found, one on the right (instead of the left) of the abdominal aorta, and in the other the opening was directed upwards instead of downwards. The incidence of internal hernias was 3%. CONCLUSIONS: Thus it was observed that there is low incidence of superior and inferior duodenal recesses, and high incidence of paraduodenal recess. The abnormal recesses might be due to malrotation of the gut. In laparotomy cases, the internal hernia was noticed when the abdomen was opened for intestinal obstruction. The incidence of internal hernia was found to be high.",Tambe SV; Rana KK; Kakar A; Aggarwal S; Aggrawal A; Kakar S; Borkar N,internal hernias; peritoneal recesses; retroperitoneal vessels,2017,Archives of medical science : AMS,Journal Article,,
rotating_wall,19304314,Swirling flow created in a glass tube suppressed platelet adhesion to the surface of the tube: its implication in the design of small-caliber arterial grafts.,"To test the hypothesis that intentionally inducing swirling blood flow in a small-caliber arterial graft can suppress acute thrombus formation by affecting the adhesion of platelets to the internal surface of the graft, an experimental comparative study was designed to investigate the effect of swirling flow on the adhesion and activation of platelets in a straight glass tube coated with calf skin type I collagen. The experimental results showed that when compared with the normal flow, the swirling flow generated in the test tube significantly reduced the platelet adhesion to the surface of the test tube. Different from normal flow condition under which platelet adhesion increased simply with decreasing wall shear stress, the platelet adhesion density under swirling flow condition remained almost unchanged along the first 5 mm section of the tube in which the flow had relatively high rotation strength, even though the wall shear stress in this section of the tube dropped drastically. This suggests that when the swirling flow in the tube was strong enough, platelet adhesion was dominantly affected by the swirling flow itself, wall shear stress was secondary. The results also showed that there was no significant difference in the activation of platelets between the spiral flow group and the normal flow group. The present study therefore suggests that intentionally introducing swirling flow in small-caliber arterial grafts has no adverse effect on platelet activation and may indeed be a solution to improving the patency of the grafts by suppressing acute thrombus formation.",Zhan F; Fan Y; Deng X,,2010,Thrombosis research,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,21858990,Magnetic cell delivery for peripheral arterial disease: A theoretical framework.,"PURPOSE: Our aim was to compare different magnet arrangements for magnetic cell delivery to human lower leg arteries and investigate the theoretical targeting efficiency under realistic flow conditions as a possible treatment after angioplasty. Additionally the potential of scaling down or translating the magnetic actuation device for preclinical studies was explored. METHODS: Using finite element methods, the magnetic field distribution was calculated in 3D for the optimization of magnet arrangements. Computational fluid dynamics simulations were performed for the human posterior tibial artery with the geometry and boundary condition data derived from magnetic resonance imaging (MRI) studies. These simulations were used to trace the trajectories of cells for an optimized magnet arrangement. Additionally the behavior of cells close to the vessel wall was investigated using a fluid-structure interaction model. RESULTS: The optimal magnet for the lower leg arteries was a Halbach cylinder k3 variety (12 elements with 900 rotation steps for the magnetization orientation). With this magnet, numerical simulations predict a targeting efficiency of 6.25% could be achieved in the posterior tibial artery for cells containing 150 pg iron. Similar simulations, which were scaled down to rabbit dimensions while keeping the forces acting on a cell constant, lead to similar predicted targeting efficiencies. Fluid dynamic and fluid-structure interaction simulations predict that magnetically labeled cells within a 0.5% radii distance to the vessel wall would be attracted and remain at the wall under physiological flow conditions. CONCLUSIONS: First pass capture of magnetically labeled cells under pulsatile flow conditions in human lower leg arteries leads to low targeting efficiencies. However, this can be increased to almost 100% by stopping the blood flow for 5 min. A magnetic actuation device can be designed for animal models that generate magnetic forces achievable for cells in human leg arteries.",Riegler J; Lau KD; Garcia-Prieto A; Price AN; Richards T; Pankhurst QA; Lythgoe MF,,2011,Medical physics,"Journal Article; Research Support, Non-U.S. Gov't",British Heart Foundation/United Kingdom,
rotating_wall,8065880,[Three-dimensional CT imaging of pulmonary nodules using helical scan CT].,"To evaluate the usefulness of three-dimensional (3D) imaging of pulmonary nodules from helical scan CT images, 3D reconstructions were performed in 23 patients, using a CEMAX VIPstation. These cases included 15 lung cancers, six metastatic lung cancers, an aspergilloma and a tuberculoma. The equipment used was a Toshiba CT system, the X force. Helical scan CT data were acquired using up to 20 continuous 1.5 sec rotations with an X-ray beam width of 5 mm and a couchtop movement speed of 5 mm/1.5 sec, and during a single breath-hold. Axial images were reconstructed at a section interval of 2 mm. Helical scan CT permits axial images to be reconstructed at any desired position within the scanned area, and provides images without interslice gaps caused by respiratory movement. Therefore, high-quality 3D images can be obtained from these data. Concerning the optimum threshold range of CT number of 3D reconstruction, we clarified the lower and upper limits (lower/upper), as follows: 1) Solid pulmonary nodule: (-700-(-)400/-100 HU) 2) Tumor invaded to pleura or chest wall: (-700-(-)400/-200 HU) 3) Pulmonary nodule with cavity: (-700-(-)400/50 HU) 4) Small pulmonary nodule (< 10 mm): (-750-(-)600/-100 HU) In all cases, it was possible not only to demonstrate abnormal findings three-dimensionally, but also to grasp anatomical relationships among the pulmonary nodule, bronchi, vessels and chest wall. In conclusion, it was considered that 3D CT imaging provided additional anatomical information and was very useful.",Shimizu T; Narabayashi I; Uesugi Y; Namba R; Ogura Y; Tabuchi K; Nakata Y; Ashina K; Maeda H; Sueyoshi K,,1994,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,Case Reports; Journal Article,,
rotating_wall,143277,[Early embryonal maldevelopment of the umbilical cord with defect of the abdominal wall and severe body malformations (dysplasia umbilico-fetalis) (author's transl)].,"A case of dysplasia umbilico-fetalis is demonstrated. The malformation comprises a rare and strange reduction anomaly of the feto-umbilical unit, which is caused during early embryonic life (around the 7 mm stage, corresponding to the end of the third week of gestation). The cause of the damage is not known. The folding off of the embryo from the yolk sac and the development of the abdominal stalk are impaired. No abdominal wall is formed, and the umbilicus and umbilical cord are not developed. The abdominal organs are enclosed in a short amnion-mesoderm tube, which is bordered by the retroperitoneum at the fetal side and by the chorionic plate at the placenta side. The umbilical vessels are only a few centimeters long and traverse in the mesodermal layer of the amnion-mesoderm tube. The thin wall of the tube usually ruptures before birth, thus causing an abacterial fibrinoid peritonitis by the chemical irritation of the peritoneum through the constituents of the amniotic fluid. The lower extremities of the fetus reveal varying degrees of reduction deformities. One leg and large parts of the pelvis may be entirely missing, if the side of origin of the extremity is included in the amnion-mesoderm tube. Severe kyphoscoliosis is probably a secondary phenomenon. In addition, malformations of the inner organs occur such as caudal displacement and hernia of the diaphragma, hypoplasia of the lungs, dysplasia of the genito-urinary tract and non-rotation of the gut. The pathophysiology of the rare developmental defect and its secondary implications are discussed with special reference to related malformations such as omphalocele and infraumbilical defect of the abdominal wall.",Ullrich K; Böhm N,,1977,Beitrage zur Pathologie,Case Reports; English Abstract; Journal Article,,
rotating_wall,35257827,Physical Interplay between Equine Fetus and Uterus from Day 180 to End of Pregnancy(☆☆).,"Traveling of the fetal-amniotic unit throughout the uterus ceases on ∼ Day 180 followed by closure of each uterine horn. By mean Day 240, the fetus and nearly all of the pool of allantoic fluid are confined to the uterine body. Intrauterine fetal-location changes end, but in-place activity of limbs, head, and body and changes in fetal recumbency and presentation continue, sometimes vigorously. Preference for cranial presentation (fetal sternum toward maternal cervix) has been hypothesized to be stimulated by ∼ 40° incline of uterine body toward the cervix. The uterine body expands forward, but the closed uterine horns are held more closely at the tips and become perpendicular to the cranial uterine body. After closure of horns, both hind limbs enter the umbilical-cord horn apparently guided by dorsal recumbency (fetal spine toward uterine floor), close proximity of hind hooves to horn entrance, and a thick covering of each main umbilical vessel by Wharton's jelly. The limb-encased horn then begins to lie on the upper surface of the uterine body from flexure of the hind limbs. The active fetal rump may raise off the uterine floor so that the hooves of the hind limbs reach the area above the cervix. Dorsal fetal recumbency is anchored by the horn-encased hind limbs, but when the uterus rests on the mare's ventral abdominal wall, the loosened suspensory ligaments allow more rotational freedom. During parturition, the fetal head and withers twist toward the mare's spine, and the rear follows like a corkscrew.",Ginther OJ,Closed uterine horns; Deciduous hoof capsule; Hind-limb encasement; Presentation; Tonic immobility,2022,Journal of equine veterinary science,"Journal Article; Research Support, Non-U.S. Gov't; Review",,
rotating_wall,38618177,Method for Large-scale Production of hIPSC Spheroids.,"Stem cell spheroids are rapidly becoming essential tools for a diverse array of applications ranging from tissue engineering to 3D cell models and fundamental biology. Given the increasing prominence of biotechnology, there is a pressing need to develop more accessible, efficient, and reproducible methods for producing these models. Various techniques such as hanging drop, rotating wall vessel, magnetic levitation, or microfluidics have been employed to generate spheroids. However, none of these methods facilitate the easy and efficient production of a large number of spheroids using a standard 6-well plate. Here, we present a novel method based on pellet culture (utilizing U-shaped microstructures) using a silicon mold produced through 3D printing, along with a detailed and illustrated manufacturing protocol. This technique enables the rapid production of reproducible and controlled spheroids (for 1× 10(6) cells, spheroids = 130 ± 10 μm) from human induced pluripotent stem cells (hIPSCs) within a short time frame (24 h). Importantly, the method allows the production of large quantities (2 × 10(4) spheroids for 1 × 10(6) cells) in an accessible and cost-effective manner, thanks to the use of a reusable mold. The protocols outlined herein are easily implementable, and all the necessary files for the method replication are freely available. Key features • Provision of 3D mold files (STL) to produce silicone induction device of spheroids using 3D printing. • Cost-effective, reusable, and autoclavable device capable of generating up to 1.2 × 10(4) spheroids of tunable diameters in a 6-well plate. • Spheroids induction with multiple hIPSC cell lines. • Robust and reproducible production method suitable for routine laboratory use. BY-NC license.",Lemarié L; Courtial EJ; Sohier J,Autoclavable; Induced pluripotent stem cell; Large-scale; Spheroids; Tissue engineering; Uniform,2024,Bio-protocol,Journal Article,,
rotating_wall,25173265,An upgrade of the magnetic diagnostic system of the DIII-D tokamak for non-axisymmetric measurements.,"The DIII-D tokamak magnetic diagnostic system [E. J. Strait, Rev. Sci. Instrum. 77, 023502 (2006)] has been upgraded to significantly expand the measurement of the plasma response to intrinsic and applied non-axisymmetric ""3D"" fields. The placement and design of 101 additional sensors allow resolution of toroidal mode numbers 1 ≤ n ≤ 3, and poloidal wavelengths smaller than MARS-F, IPEC, and VMEC magnetohydrodynamic model predictions. Small 3D perturbations, relative to the equilibrium field (10(-5) < δB/B0 < 10(-4)), require sub-millimeter fabrication and installation tolerances. This high precision is achieved using electrical discharge machined components, and alignment techniques employing rotary laser levels and a coordinate measurement machine. A 16-bit data acquisition system is used in conjunction with analog signal-processing to recover non-axisymmetric perturbations. Co-located radial and poloidal field measurements allow up to 14.2 cm spatial resolution of poloidal structures (plasma poloidal circumference is ~500 cm). The function of the new system is verified by comparing the rotating tearing mode structure, measured by 14 BP fluctuation sensors, with that measured by the upgraded B(R) saddle loop sensors after the mode locks to the vessel wall. The result is a nearly identical 2/1 helical eigenstructure in both cases.",King JD; Strait EJ; Boivin RL; Taussig D; Watkins MG; Hanson JM; Logan NC; Paz-Soldan C; Pace DC; Shiraki D; Lanctot MJ; La Haye RJ; Lao LL; Battaglia DJ; Sontag AC; Haskey SR; Bak JG,,2014,The Review of scientific instruments,Journal Article,,
rotating_wall,9581798,Suppressed PHA activation of T lymphocytes in simulated microgravity is restored by direct activation of protein kinase C.,"Utilizing clinostatic rotating wall vessel (RWV) bioreactors that simulate aspects of microgravity, we found phytohemagglutinin (PHA) responsiveness to be almost completely diminished. Activation marker expression was significantly reduced in RWV cultures. Furthermore, cytokine secretion profiles suggested that monocytes are not as adversely affected by simulated microgravity as T cells. Reduced cell-cell and cell-substratum interactions may play a role in the loss of PHA responsiveness because placing peripheral blood mononuclear cells (PBMC) within small collagen beads did partially restore PHA responsiveness. However, activation of purified T cells with cross-linked CD2/CD28 and CD3/CD28 antibody pairs was completely suppressed in the RWV, suggesting a defect in signal transduction. Activation of purified T cells with PMA and ionomycin was unaffected by RWV culture. Furthermore, sub-mitogenic doses of PMA alone but not ionomycin alone restored PHA responsiveness of PBMC in RWV culture. Thus our data indicate that during polyclonal activation the signaling pathways upstream of PKC activation are sensitive to simulated microgravity.",Cooper D; Pellis NR,NASA Discipline Cell Biology; Non-NASA Center,1998,Journal of leukocyte biology,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,26963099,Simulated Microgravity Using a Rotary Culture System Compromises the In Vitro Development of Mouse Preantral Follicles.,"BACKGROUND: Growing cells in simulated weightlessness condition might be a highly promising new technique to maintain or generate tissue constructs in a scaffold-free manner. There is limited evidence that microgravity condition may affect development of ovarian follicles. The objective of the present study was to investigate the effects of simulated microgravity on the in vitro development of mouse preantral follicles. METHODS AND RESULTS: Ovarian tissue from 14-day-old mice, or preantral follicles mechanically isolated from 14-day-old mouse ovaries were cultured at a simulated microgravity condition generated using a rotating wall vessel apparatus. Follicle survival was assessed quantitatively using H&E staining. Follicle diameter and oocyte diameter were measured under an inverted microscope. Ultrastructure of oocytes was evaluated using transmission electron microscopy. We observed that simulated microgravity compromised follicle survival in vitro, downregulated PCNA and GDF-9 expressions, and caused ultrastructural abnormalities in oocytes. CONCLUSION: This study showed for the first time that three-dimensional culture condition generated by simulated microgravity is detrimental to the initial stage development of mouse preantral follicles in vitro. The experimental setup provides a model to further investigate the mechanisms involved in the in vitro developmental processes of oocytes/granulosa cells under the microgravity condition.",Zhang S; Zheng D; Wu Y; Lin W; Chen Z; Meng L; Liu J; Zhou Y,,2016,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,17552092,In vitro cell culture infectivity assay for human noroviruses.,"Human noroviruses cause severe, self-limiting gastroenteritis that typically lasts 24-48 hours. Because of the lack of suitable tissue culture or animal models, the true nature of norovirus pathogenesis remains unknown. We show, for the first time, that noroviruses can infect and replicate in a physiologically relevant 3-dimensional (3-D), organoid model of human small intestinal epithelium. This level of cellular differentiation was achieved by growing the cells on porous collagen-I coated microcarrier beads under conditions of physiological fluid shear in rotating wall vessel bioreactors. Microscopy, PCR, and fluorescent in situ hybridization provided evidence of norovirus infection. Cytopathic effect and norovirus RNA were detected at each of the 5 cell passages for genogroup I and II viruses. Our results demonstrate that the highly differentiated 3-D cell culture model can support the natural growth of human noroviruses, whereas previous attempts that used differentiated monolayer cultures failed.",Straub TM; Höner zu Bentrup K; Orosz-Coghlan P; Dohnalkova A; Mayer BK; Bartholomew RA; Valdez CO; Bruckner-Lea CJ; Gerba CP; Abbaszadegan M; Nickerson CA,,2007,Emerging infectious diseases,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,16328273,The role of connexins in the differentiation of NT2 cells in Sertoli-NT2 cell tissue constructs grown in the rotating wall bioreactor.,"Neural transplantation is developing as a successful treatment for neurodegenerative diseases such as Parkinson's disease. The human Ntera-2/D1 (NT2) cell line is an attractive alternative to the use of human fetal neurons as a cell source for transplantation. We have explored combining NT2 cells, as a neuronal source, and Sertoli cells, which may act as a graft facilitator to enhance neuronal survival and differentiation, and ameliorate the host immune response, into a tissue construct for use in cell replacement therapy for neurodegenerative disease. This Sertoli-NT2-aggregated cell (SNAC) tissue construct is formed in the high aspect ratio vessel (HARV) bioreactor. NT2 cells differentiate to dopaminergic NT2N neurons within the SNAC tissue construct without retinoic acid. We report here that the gap junction protein connexin 43 is decreased among differentiated NT2N neurons. Inhibition of connexin 43 with 18beta glycyrrhetinic acid and carbenoxolone, a glycyrrhetinic acid derivative, during formation of the SNAC tissue constructs disrupts the differentiation of NT2 cells. Therefore, connexin 43 is important in the differentiation of NT2 cells in the SNAC tissue construct.",Shamekh R; Cameron DF; Willing AE; Saporta S,,2006,Experimental brain research,Journal Article,,
rotating_wall,16128866,Morin sulphates/glucuronides enhance macrophage function in microgravity culture system.,"BACKGROUND: The immune system changes significantly in astronauts during and after space flight. Although the mechanism has not been defined, it is reasonable to begin developing effective countermeasures to the physiological consequences of spaceflight, especially immunosuppression. Many studies have been published about the effect of flavonoids on immune modulation. Thus, the aim of this study was to develop whether flavonoids could be the effective countermeasures to the immunosuppression caused by microgravity. MATERIALS AND METHODS: We used a rotating wall vessel 3D (three-dimensional) culture system which recreates some of the culture conditions that occur during microgravity to study the effects of microgravity on the function of macrophages and assess the modulating effects of flavonoids on microgravity-induced macrophage dysfunction. RESULTS: We demonstrated 65% and 80% reduction in mitogen-induced nitric oxide and cytokine production of 3D-cultured macrophages, compared to conventional two-dimensional (2D)-cultured cells. Moreover, the microgravity-induced macrophage dysfunction was not restored by transferring cells from 3D to 2D culture. However, the addition of morin sulphates/glucuronides in 3D culture compensated for the loss of macrophage function. CONCLUSION: The result presented here suggests for the first time that an immune-modulatory strategy using flavonoid supplements such as morin would benefit the health of astronauts.",Hsieh CL; Chao PD; Fang SH,,2005,European journal of clinical investigation,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,15658895,"""Modeled microgravity"" affects cell response to ionizing radiation and increases genomic damage.","The aim of this work was to assess whether ""modeled microgravity"" affects cell response to ionizing radiation, increasing the risk associated with radiation exposure. Lymphoblastoid TK6 cells were irradiated with various doses of gamma rays and incubated for 24 h in a modeled microgravity environment obtained by the Rotating Wall Vessel bioreactor. Cell survival, induction of apoptosis and cell cycle alteration were compared in cells irradiated and then incubated in 1g or modeled microgravity conditions. Modulation of genomic damage induced by ionizing radiation was evaluated on the basis of HPRT mutant frequency and the micronucleus assay. A significant reduction in apoptotic cells was observed in cells incubated in modeled microgravity after gamma irradiation compared with cells maintained in 1g. Moreover, in irradiated cells, fewer G2-phase cells were found in modeled microgravity than in 1g, whereas more G1-phase cells were observed in modeled microgravity than in 1g. Genomic damage induced by ionizing radiation, i.e. frequency of HPRT mutants and micronucleated cells, increased more in cultures incubated in modeled microgravity than in 1g. Our results indicate that modeled microgravity incubation after irradiation affects cell response to ionizing radiation, reducing the level of radiation-induced apoptosis. As a consequence, modeled microgravity increases the frequency of damaged cells that survive after irradiation.",Canova S; Fiorasi F; Mognato M; Grifalconi M; Reddi E; Russo A; Celotti L,,2005,Radiation research,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,35681270,Transvaginal ultrasound evaluation of the ureter.,"OBJECTIVE: In this video, we present our technique for ureter assessment during pelvic ultrasound examination. METHODS: We used a general electric Voluson E10 (General electric, Wauwatosa, WI, USA) to perform transvaginal ultrasonography. These images were shared after thorough counselling, and obtaining informed consent from the patient. This video was edited using FinalCut ProX® (Apple Inc, Cupertino, CA, USA). RESULTS: We systematized this routine after assessing the cervix, uterus, and adnexa. The vaginal probe was slightly removed to focus on the urethra. Next, we approached the hand on the contralateral thigh to the ureter. At this point, the probe was directed to the lateral pelvic wall where the ureteric orifice was found. Then, we raised our hands and perform an internal rotation movement to ascend the ureteral segments until it is related to the iliac vessels. CONCLUSION: The urinary tract may be involved in gynecological pathologies. Transvaginal ultrasound is an easy, reproducible, and well-tolerated examination that can be used to evaluate the ureters below the pelvic brim.",Vidal JRP; Llanos CL; Carrascosa IG; Moreno MO; Sánchez PM,Endometrios; Medical sonography; Ultrasound; Ureter; Ureteral disease,2022,Obstetrics & gynecology science,Journal Article,,
rotating_wall,28620320,Abnormal Haemodynamic Flow Patterns in Bicuspid Pulmonary Valve Disease.,"Abnormal flow patterns in the aortas of those with bicuspid aortic valves (BAVs) are increasingly recognized as important in the pathogenesis of aortic dilatation but pulmonary flow patterns in bicuspid pulmonary valves have not been studied. Bicuspid pulmonary valve disease is rare and a small numbers of case reports describe concomitant pulmonary artery dilation similar to the dilation of the ascending aorta, which is often seen in BAVs disease. We examined three cases of bicuspid pulmonary valve disease, 10 healthy volunteers and 10 patients with BAV disease but a tricuspid pulmonary valve. All participants underwent anatomical and functional imaging of the pulmonary valve, pulmonary artery, and right ventricle as well as advanced time-resolved 3-dimensional cardiac magnetic resonance imaging (4D flow) to assess the flow pattern in the pulmonary artery. All patients with a bicuspid pulmonary valve had pulmonary artery dilation and showed distinct helical flow abnormalities with increased rotational flow and increased flow displacement compared to a mild left-handed flow pattern in the healthy volunteers. Additionally, there was marked asymmetry seen in the systolic wall shear stress (WSS) pattern, with the highest values in the anterior wall of the pulmonary artery. In comparison, patients with a BAV but a tricuspid pulmonary valve had normal flow patterns in the pulmonary artery. These haemodynamic findings are similar to recent studies in bicuspid aortic disease, and suggest the importance of flow patterns in the pathophysiology of vessel dilation in both aortic and pulmonary bicuspid valve disease.",Bissell MM; Loudon M; Neubauer S; Myerson SG,4D flow MRI; bicuspid valve disease; dilation; helical flow; humans,2017,Frontiers in physiology,Journal Article,FS/10/043/28415/BHF_/British Heart Foundation/United Kingdom; FS/10/43/28415/BHF_/British Heart Foundation/United Kingdom,
